Title,Genre,Author,Link,Image,Rating
The Case for Christ,Christian,Unknown Author,https://www.goodreads.com/book/show/73186.The_Case_for_Christ,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448776489l/73186._SY475_.jpg,4.21
The Purpose Driven Life: What on Earth Am I Here for?,Christian,Unknown Author,https://www.goodreads.com/book/show/56495.The_Purpose_Driven_Life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440111652l/56495._SY475_.jpg,3.97
The Pilgrim's Progress,Christian,Unknown Author,https://www.goodreads.com/book/show/29797.The_Pilgrim_s_Progress,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405982367l/29797.jpg,4.06
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Christian,Unknown Author,https://www.goodreads.com/book/show/561909.The_Hiding_Place,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320418824l/561909.jpg,4.47
The Problem of Pain,Christian,Unknown Author,https://www.goodreads.com/book/show/13650513-the-problem-of-pain,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504348728l/13650513.jpg,4.13
"Left Behind (Left Behind, #1)",Christian,Unknown Author,https://www.goodreads.com/book/show/27523.Left_Behind,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406505054l/27523.jpg,3.86
The Reason for God: Belief in an Age of Skepticism,Christian,Unknown Author,https://www.goodreads.com/book/show/1858013.The_Reason_for_God,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388185497l/1858013.jpg,4.22
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Christian,Unknown Author,https://www.goodreads.com/book/show/7933292-heaven-is-for-real,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348467278l/7933292.jpg,4.03
"The Vampire of Vourla﻿ and Other Greek Vampire Tales, 1819-1846",Classics,Truman Capote,https://www.goodreads.com/book/show/211931890-the-vampire-of-vourla-and-other-greek-vampire-tales-1819-1846,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1713701054l/211931890._SY475_.jpg,4.18
1984,Classics,Truman Capote,https://www.goodreads.com/book/show/61439040-1984,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657781256l/61439040._SX318_.jpg,4.19
"The Hobbit (The Lord of the Rings, #0)",Classics,Truman Capote,https://www.goodreads.com/book/show/5907.The_Hobbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216l/5907.jpg,4.29
The Diary of a Young Girl,Classics,Truman Capote,https://www.goodreads.com/book/show/48855.The_Diary_of_a_Young_Girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560816565l/48855.jpg,4.19
Fahrenheit 451,Classics,Truman Capote,https://www.goodreads.com/book/show/13079982-fahrenheit-451,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383718290l/13079982.jpg,3.96
Romeo and Juliet,Classics,Truman Capote,https://www.goodreads.com/book/show/18135.Romeo_and_Juliet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629680008l/18135._SY475_.jpg,3.74
The Outsiders,Classics,Truman Capote,https://www.goodreads.com/book/show/231804.The_Outsiders,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442129426l/231804.jpg,4.13
"Holes (Holes, #1)",Classics,Truman Capote,https://www.goodreads.com/book/show/38709.Holes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618269830l/38709._SX318_.jpg,4.00
The Old Man and the Sea,Classics,Truman Capote,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714l/2165._SY475_.jpg,3.80
"The Shining (The Shining, #1)",Classics,Truman Capote,https://www.goodreads.com/book/show/11588.The_Shining,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353277730l/11588.jpg,4.27
Life of Pi,Classics,Truman Capote,https://www.goodreads.com/book/show/4214.Life_of_Pi,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631251689l/4214._SY475_.jpg,3.94
Tuesdays with Morrie,Classics,Truman Capote,https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423763749l/6900.jpg,4.18
White Nights,Classics,Truman Capote,https://www.goodreads.com/book/show/1772910.White_Nights,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450699039l/1772910.jpg,4.06
Hamlet,Classics,Truman Capote,https://www.goodreads.com/book/show/1420.Hamlet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351051208l/1420.jpg,4.02
Sense and Sensibility,Classics,Truman Capote,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397245675l/14935._SY475_.jpg,4.08
"The Chronicles of Narnia (The Chronicles of Narnia, #1-7)",Classics,Truman Capote,https://www.goodreads.com/book/show/11127.The_Chronicles_of_Narnia,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661032875l/11127._SY475_.jpg,4.28
Jane Eyre,Classics,Unknown Author,https://www.goodreads.com/book/show/10210.Jane_Eyre,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557343311l/10210._SY475_.jpg,4.15
1984,Classics,Unknown Author,https://www.goodreads.com/book/show/61439040-1984,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1657781256l/61439040._SX318_.jpg,4.19
Wuthering Heights,Classics,Unknown Author,https://www.goodreads.com/book/show/6185.Wuthering_Heights,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388212715l/6185._SY475_.jpg,3.89
Animal Farm,Classics,Unknown Author,https://www.goodreads.com/book/show/170448.Animal_Farm,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325861570l/170448.jpg,3.99
The Picture of Dorian Gray,Classics,Unknown Author,https://www.goodreads.com/book/show/5297.The_Picture_of_Dorian_Gray,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546103428l/5297.jpg,4.13
The Catcher in the Rye,Classics,Unknown Author,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398034300l/5107.jpg,3.80
Sense and Sensibility,Classics,Unknown Author,https://www.goodreads.com/book/show/14935.Sense_and_Sensibility,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397245675l/14935._SY475_.jpg,4.08
The Count of Monte Cristo,Classics,Unknown Author,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1724863997l/7126._SY475_.jpg,4.30
A Tale of Two Cities,Classics,Unknown Author,https://www.goodreads.com/book/show/1953.A_Tale_of_Two_Cities,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344922523l/1953.jpg,3.87
Great Expectations,Classics,Unknown Author,https://www.goodreads.com/book/show/2623.Great_Expectations,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631687432l/2623._SY475_.jpg,3.79
Brave New World,Classics,Unknown Author,https://www.goodreads.com/book/show/5129.Brave_New_World,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1575509280l/5129._SY475_.jpg,3.99
Macbeth,Classics,Unknown Author,https://www.goodreads.com/book/show/43913694-macbeth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1671466418l/43913694._SY475_.jpg,3.89
"The Hobbit (The Lord of the Rings, #0)",Classics,Unknown Author,https://www.goodreads.com/book/show/5907.The_Hobbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546071216l/5907.jpg,4.29
The Old Man and the Sea,Classics,Unknown Author,https://www.goodreads.com/book/show/2165.The_Old_Man_and_the_Sea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329189714l/2165._SY475_.jpg,3.80
The Metamorphosis,Classics,Unknown Author,https://www.goodreads.com/book/show/485894.The_Metamorphosis,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646444605l/485894._SY475_.jpg,3.88
The Ghostkeeper,Comics,Lou Flores,https://www.goodreads.com/book/show/200865416-the-ghostkeeper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699025570l/200865416.jpg,4.35
Ready or Not,Comics,Lou Flores,https://www.goodreads.com/book/show/199798059-ready-or-not,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697552819l/199798059._SX318_.jpg,3.86
"First Test Graphic Novel (Protector of the Small, #1)",Comics,Lou Flores,https://www.goodreads.com/book/show/199346788-first-test-graphic-novel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697234871l/199346788._SY475_.jpg,4.27
"The Adventure Zone, Vol. 6: The Suffering Game",Comics,Lou Flores,https://www.goodreads.com/book/show/186659382-the-adventure-zone-vol-6,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1693836715l/186659382._SX318_.jpg,4.59
"Age Matters, Vol. 2",Comics,Lou Flores,https://www.goodreads.com/book/show/195391745-age-matters-vol-2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1708972209l/195391745._SY475_.jpg,3.98
Youth Group,Comics,Lou Flores,https://www.goodreads.com/book/show/180723893-youth-group,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1693857767l/180723893._SX318_.jpg,4.17
Woe: A Housecat's Story of Despair,Comics,Lou Flores,https://www.goodreads.com/book/show/199389219-woe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1697018172l/199389219._SX318_.jpg,4.44
"Frank Herbert's Dune: The Graphic Novel, Book 3: The Prophet",Comics,Lou Flores,https://www.goodreads.com/book/show/197053066-frank-herbert-s-dune,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1694636098l/197053066._SX318_.jpg,4.22
Fence Challengers: Long Shot #1,Comics,Lou Flores,https://www.goodreads.com/book/show/214438939-fence-challengers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1720541156l/214438939._SY475_.jpg,4.24
Saga #67,Comics,Lou Flores,https://www.goodreads.com/book/show/213960630-saga-67,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1722599228l/213960630.jpg,4.26
"Wonder Woman, Vol. 1: Outlaw",Comics,Lou Flores,https://www.goodreads.com/book/show/199392446-wonder-woman-vol-1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1722299979l/199392446._SY475_.jpg,4.05
Justice League vs. Godzilla vs. Kong,Comics,Lou Flores,https://www.goodreads.com/book/show/204191781-justice-league-vs-godzilla-vs-kong,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703134673l/204191781._SY475_.jpg,3.66
地縛少年 花子くん 22 [Jibaku Shōnen Hanako-kun 22],Comics,Lou Flores,https://www.goodreads.com/book/show/209320671-22-jibaku-sh-nen-hanako-kun-22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1722654662l/209320671._SX318_.jpg,4.47
"The Secret of the Fang (Meesh the Bad Demon, #2)",Comics,Lou Flores,https://www.goodreads.com/book/show/53175394-the-secret-of-the-fang,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703705662l/53175394.jpg,4.08
Dandelion,Comics,Lou Flores,https://www.goodreads.com/book/show/202201851-dandelion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1707112274l/202201851._SY475_.jpg,3.60
"Lore Olympus, Vol. 1 (Lore Olympus, #1)",Comics,Unknown Author,https://www.goodreads.com/book/show/57282218-lore-olympus-vol-1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614887007l/57282218.jpg,4.26
The Book of Bill (Gravity Falls),Comics,Unknown Author,https://www.goodreads.com/book/show/203315037-the-book-of-bill,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1702662879l/203315037._SX318_.jpg,4.58
"Lore Olympus: Volume Four (Lore Olympus, #4)",Comics,Unknown Author,https://www.goodreads.com/book/show/62698816-lore-olympus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1663971909l/62698816._SX318_.jpg,4.49
Gender Queer,Comics,Unknown Author,https://www.goodreads.com/book/show/42837514-gender-queer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553583580l/42837514.jpg,4.28
Cat Kid Comic Club,Comics,Unknown Author,https://www.goodreads.com/book/show/52891759-cat-kid-comic-club,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1592278322l/52891759.jpg,4.03
SPY×FAMILY 3,Comics,Unknown Author,https://www.goodreads.com/book/show/48729531-spy-family-3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577293627l/48729531._SY475_.jpg,4.51
"Goodbye, Eri",Comics,Unknown Author,https://www.goodreads.com/book/show/60786406-goodbye-eri,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649611427l/60786406._SX318_.jpg,4.34
"Lore Olympus: Volume Seven (Lore Olympus, #7)",Comics,Unknown Author,https://www.goodreads.com/book/show/204640573-lore-olympus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1711137196l/204640573._SX318_.jpg,4.49
"나 혼자만 레벨업 9 (Solo Leveling Manhwa, #9)",Comics,Unknown Author,https://www.goodreads.com/book/show/196790145-9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1692032563l/196790145._SX318_.jpg,4.64
Quando muori resta a me,Comics,Unknown Author,https://www.goodreads.com/book/show/211034872-quando-muori-resta-a-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1712572551l/211034872._SX318_.jpg,4.56
呪術廻戦 25 [Jujutsu Kaisen 25],Comics,Unknown Author,https://www.goodreads.com/book/show/123264991-25-jujutsu-kaisen-25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1709246373l/123264991._SY475_.jpg,4.52
"My Happy Marriage, Vol. 1",Comics,Unknown Author,https://www.goodreads.com/book/show/58671990-my-happy-marriage-vol-1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1699715228l/58671990.jpg,4.36
呪術廻戦 24 [Jujutsu Kaisen 24],Comics,Unknown Author,https://www.goodreads.com/book/show/84024923-24-jujutsu-kaisen-24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1709246290l/84024923._SY475_.jpg,4.40
"Slaughterhouse-Five, or the Children's Crusade: A Graphic Novel Adaptation",Comics,Unknown Author,https://www.goodreads.com/book/show/51323334-slaughterhouse-five-or-the-children-s-crusade,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581854848l/51323334.jpg,4.40
"Something is Killing the Children, Vol. 1",Comics,Unknown Author,https://www.goodreads.com/book/show/52757827-something-is-killing-the-children-vol-1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639219071l/52757827.jpg,4.16
"Saga, Volume 1",Comics,Unknown Author,https://www.goodreads.com/book/show/15704307-saga-volume-1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486028947l/15704307._SY475_.jpg,4.17
"Preludes & Nocturnes (The Sandman, #1)",Comics,Unknown Author,https://www.goodreads.com/book/show/23754.Preludes_Nocturnes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411609637l/23754.jpg,4.25
V for Vendetta,Comics,Unknown Author,https://www.goodreads.com/book/show/5805.V_for_Vendetta,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343668985l/5805.jpg,4.26
Batman: The Dark Knight Returns,Comics,Unknown Author,https://www.goodreads.com/book/show/59960.Batman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327892039l/59960.jpg,4.26
"Saga, Volume 2",Comics,Unknown Author,https://www.goodreads.com/book/show/17131869-saga-volume-2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486028954l/17131869._SY475_.jpg,4.49
"Fables, Vol. 1: Legends in Exile",Comics,Unknown Author,https://www.goodreads.com/book/show/21326.Fables_Vol_1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375392441l/21326.jpg,3.98
"The Sandman, Vol. 2: The Doll's House",Comics,Unknown Author,https://www.goodreads.com/book/show/25099.The_Sandman_Vol_2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298566119l/25099.jpg,4.43
"Saga, Volume 3",Comics,Unknown Author,https://www.goodreads.com/book/show/19358975-saga-volume-3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1642320769l/19358975.jpg,4.48
Batman: The Long Halloween,Comics,Unknown Author,https://www.goodreads.com/book/show/106069.Batman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350137101l/106069.jpg,4.33
"Saga, Volume 4",Comics,Unknown Author,https://www.goodreads.com/book/show/23093367-saga-volume-4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1642413536l/23093367.jpg,4.42
The Complete Maus,Comics,Unknown Author,https://www.goodreads.com/book/show/15195.The_Complete_Maus,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327354180l/15195.jpg,4.57
"The Sandman, Vol. 3: Dream Country",Comics,Unknown Author,https://www.goodreads.com/book/show/25100.The_Sandman_Vol_3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402485052l/25100.jpg,4.24
"Scott Pilgrim's Precious Little Life (Scott Pilgrim, #1)",Comics,Unknown Author,https://www.goodreads.com/book/show/29800.Scott_Pilgrim_s_Precious_Little_Life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348109012l/29800.jpg,4.19
"Y: The Last Man, Vol. 1: Unmanned",Comics,Unknown Author,https://www.goodreads.com/book/show/156534.Y,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388178315l/156534.jpg,4.08
"The Walking Dead, Vol. 1: Days Gone Bye",Comics,Unknown Author,https://www.goodreads.com/book/show/138398.The_Walking_Dead_Vol_1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389233242l/138398.jpg,4.27
"The Galveston Diet: The Doctor-Developed, Patient-Proven Plan to Burn Fat and Tame Your Hormonal Symptoms",Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/60880824-the-galveston-diet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661863756l/60880824.jpg,4.01
"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/48733177-magnolia-table-volume-2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573227624l/48733177._SX318_.jpg,4.02
"Not That Fancy: Simple Lessons on Living, Loving, Eating, and Dusting Off Your Boots",Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/123266561-not-that-fancy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1682971430l/123266561._SX318_.jpg,4.08
Baking Yesteryear: The Best Recipes from the 1900s to the 1980s,Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/63836013-baking-yesteryear,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1674347889l/63836013._SX318_.jpg,4.47
Save Me the Plums: My Gourmet Memoir,Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/41644326-save-me-the-plums,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544114364l/41644326.jpg,4.10
Enough Already: Learning to Love the Way I Am Today,Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/55959514-enough-already,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625796484l/55959514.jpg,4.05
Beautiful Boards:50 Amazing Snack Boards for Any Occasion,Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/52692188-beautiful-boards,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566898426l/52692188._SX318_SY475_.jpg,4.20
Bite by Bite: Nourishments and Jamborees,Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/195853505-bite-by-bite,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1702057655l/195853505._SY475_.jpg,4.13
Cook This Book: Techniques That Teach and Recipes To Repeat,Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/54895707-cook-this-book,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603141183l/54895707._SX318_.jpg,4.21
"Feeding the Soul (Because It's My Business): Finding Our Way to Joy, Love, and Freedom (A Feeding the Soul Book)",Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/57094315-feeding-the-soul-because-it-s-my-business,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621841848l/57094315.jpg,4.44
"Find Your Path: Honor Your Body, Fuel Your Soul, and Get Strong with the Fit52 Life",Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/50854380-find-your-path,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576802474l/50854380._SX318_SY475_.jpg,3.56
East: 120 Vegan and Vegetarian recipes from Bangalore to Beijing,Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/44147081-east,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559522706l/44147081._SX318_.jpg,4.43
The Pioneer Woman Cooks: The New Frontier,Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/42117288-the-pioneer-woman-cooks,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563334382l/42117288.jpg,4.06
Go-To Dinners: A Barefoot Contessa Cookbook,Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/60669547-go-to-dinners,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1648424543l/60669547.jpg,4.26
Modern Comfort Food: A Barefoot Contessa Cookbook,Cookbooks,Tara Theoharis,https://www.goodreads.com/book/show/51154724-modern-comfort-food,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590794868l/51154724.jpg,3.94
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Cookbooks,Unknown Author,https://www.goodreads.com/book/show/30753841-salt-fat-acid-heat,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1599649084l/30753841._SX318_.jpg,4.39
Joy of Cooking,Cookbooks,Unknown Author,https://www.goodreads.com/book/show/43822015-joy-of-cooking,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1671575793l/43822015._SX318_.jpg,4.13
Mastering the Art of French Cooking,Cookbooks,Unknown Author,https://www.goodreads.com/book/show/129650.Mastering_the_Art_of_French_Cooking,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333577773l/129650.jpg,4.25
The Smitten Kitchen Cookbook: Recipes and Wisdom from an Obsessive Home Cook,Cookbooks,Unknown Author,https://www.goodreads.com/book/show/13331199-the-smitten-kitchen-cookbook,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336228481l/13331199.jpg,3.99
Jerusalem: A Cookbook,Cookbooks,Unknown Author,https://www.goodreads.com/book/show/13536517-jerusalem,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344370633l/13536517.jpg,4.20
How to Cook Everything: Simple Recipes for Great Food,Cookbooks,Unknown Author,https://www.goodreads.com/book/show/603204.How_to_Cook_Everything,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407047944l/603204.jpg,4.00
Plenty,Cookbooks,Unknown Author,https://www.goodreads.com/book/show/8086216-plenty,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327921381l/8086216.jpg,4.13
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Cookbooks,Unknown Author,https://www.goodreads.com/book/show/603422.The_Moosewood_Cookbook,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344370160l/603422.jpg,3.93
The Oh She Glows Cookbook: Over 100 Vegan Recipes to Glow from the Inside Out,Cookbooks,Unknown Author,https://www.goodreads.com/book/show/18079651-the-oh-she-glows-cookbook,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393810176l/18079651.jpg,4.04
Better Homes and Gardens New Cook Book,Cookbooks,Unknown Author,https://www.goodreads.com/book/show/411053.Better_Homes_and_Gardens_New_Cook_Book,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174513619l/411053._SX318_.jpg,4.15
The Food Lab: Better Home Cooking Through Science,Cookbooks,Unknown Author,https://www.goodreads.com/book/show/24861842-the-food-lab,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430990153l/24861842.jpg,4.30
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Cookbooks,Unknown Author,https://www.goodreads.com/book/show/20696032-thug-kitchen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408325061l/20696032.jpg,4.01
Cravings: Recipes for All the Food You Want to Eat,Cookbooks,Unknown Author,https://www.goodreads.com/book/show/25982685-cravings,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481803272l/25982685._SX318_.jpg,4.02
Keto Diet for Beginners: 30-Day Keto Meal Plan for Rapid Weight Loss.,Cookbooks,Unknown Author,https://www.goodreads.com/book/show/42747550-keto-diet-for-beginners,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541885998l/42747550._SY475_.jpg,3.93
Essentials of Classic Italian Cooking,Cookbooks,Unknown Author,https://www.goodreads.com/book/show/19552.Essentials_of_Classic_Italian_Cooking,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1694126208l/19552._SX318_.jpg,4.06
"The Hunger Games (The Hunger Games, #1)",Ebooks,Unknown Author,https://www.goodreads.com/book/show/2767052-the-hunger-games,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722975l/2767052._SY475_.jpg,4.34
"Catching Fire (The Hunger Games, #2)",Ebooks,Unknown Author,https://www.goodreads.com/book/show/6148028-catching-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722941l/6148028.jpg,4.33
"Mockingjay (The Hunger Games, #3)",Ebooks,Unknown Author,https://www.goodreads.com/book/show/7260188-mockingjay,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722918l/7260188._SY475_.jpg,4.09
Pride and Prejudice,Ebooks,Unknown Author,https://www.goodreads.com/book/show/1885.Pride_and_Prejudice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320399351l/1885.jpg,4.29
"Divergent (Divergent, #1)",Ebooks,Unknown Author,https://www.goodreads.com/book/show/13335037-divergent,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618526890l/13335037._SY475_.jpg,4.14
The Fault in Our Stars,Ebooks,Unknown Author,https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660273739l/11870085._SX318_.jpg,4.13
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Ebooks,Unknown Author,https://www.goodreads.com/book/show/50659467-a-court-of-thorns-and-roses,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620324329l/50659467._SY475_.jpg,4.19
"Harry Potter and the Sorcerer’s Stone (Harry Potter, #1)",Ebooks,Unknown Author,https://www.goodreads.com/book/show/42844155-harry-potter-and-the-sorcerer-s-stone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1598823299l/42844155._SY475_.jpg,4.47
"Fifty Shades of Grey (Fifty Shades, #1)",Ebooks,Unknown Author,https://www.goodreads.com/book/show/10818853-fifty-shades-of-grey,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385207843l/10818853.jpg,3.66
"Insurgent (Divergent, #2)",Ebooks,Unknown Author,https://www.goodreads.com/book/show/11735983-insurgent,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618525340l/11735983._SY475_.jpg,3.97
